secucode,count
sz300169,0
sz300168,0
sz300161,0
sz300160,0
sz300163,0
sz300162,0
sz300165,0
sz300164,0
sz300167,0
sz300166,0
sh603677,0
sh603377,0
sz300700,0
sh601700,0
sz300703,0
sh600967,0
sz300705,0
sh600981,0
sh603676,0
sh601021,0
sh600962,0
sh600963,0
sz300460,0
sh600645,0
sz300299,0
sz300461,0
sz300297,0
sz300296,0
sh600807,0
sz300294,0
sz300293,0
sh603718,0
sz300291,0
sz300290,0
sz300463,0
sz300464,0
sz300465,0
sh600644,0
sz300466,0
sz300467,0
sh600883,0
sz000711,0
sh603158,0
sz300469,0
sz000710,0
sh603711,0
sz002521,0
sz300583,0
sh600372,0
sz300581,0
sz300580,0
sz300587,0
sz000963,0
sz300585,0
sz300584,0
sz000549,0
sz300589,0
sz300588,0
sh600646,0
sz300341,0
sh603323,0
sz300343,0
sz300342,0
sz300345,0
sz300344,0
sz300347,0
sz002426,0
sz300349,0
sz300348,0
sz000423,0
sz002425,0
sh603089,0
sh600641,0
sz000504,0
sh603326,0
sz000505,0
sz002036,0
sz002420,0
sz000503,0
sz002786,0
sz300669,0
sz300324,0
sz002768,0
sz002769,0
sz002039,0
sz002765,0
sz002766,0
sz002767,0
sz002760,0
sz002761,0
sz002762,0
sz002763,0
sh603577,0
sh603081,0
sh603086,0
sh603758,0
sh603955,0
sh603578,0
sh603579,0
sz002781,0
sz300085,0
sz000967,0
sz300427,0
sh603688,0
sh603689,0
sh603685,0
sh603686,0
sh603680,0
sh600958,0
sh600348,0
sh603818,0
sz002162,0
sz002163,0
sz002160,0
sz002161,0
sz002166,0
sz002167,0
sz002164,0
sz002165,0
sz002168,0
sz002169,0
sz002360,0
sz002361,0
sz002362,0
sh601101,0
sz002364,0
sz002365,0
sz002366,0
sz002367,0
sz002368,0
sz002369,0
sh600885,0
sz000594,0
sz002188,0
sz002189,0
sz002042,0
sh603800,0
sz002180,0
sz002181,0
sz002182,0
sz002183,0
sz002184,0
sz002185,0
sz002186,0
sz002187,0
sh601100,0
sh603813,0
sz300626,0
sz300627,0
sh603801,0
sz300625,0
sz300622,0
sz300623,0
sz300620,0
sz300621,0
sh603198,0
sh603199,0
sz300628,0
sz300629,0
sh603200,0
sz002505,0
sz002506,0
sh603203,0
sh603976,0
sh603977,0
sz002502,0
sh600880,0
sh603208,0
sh603757,0
sh603978,0
sh603979,0
sz002508,0
sz002509,0
sh600889,0
sh600888,0
sh600403,0
sh600401,0
sh600400,0
sh600406,0
sh600405,0
sh600409,0
sh600408,0
sh603007,0
sh603998,0
sh603999,0
sh600303,0
sh600882,0
sh603990,0
sh603991,0
sh603993,0
sh603996,0
sh603997,0
sz000928,0
sz000929,0
sh600089,0
sz002410,0
sh600087,0
sh600086,0
sh600085,0
sh600084,0
sh600083,0
sh600082,0
sh600081,0
sh600080,0
sz002218,0
sz002219,0
sh601858,0
sh600881,0
sh600319,0
sh600318,0
sz002210,0
sz002211,0
sh600315,0
sz002213,0
sz002214,0
sz002215,0
sz002216,0
sh600310,0
sz000036,0
sz000037,0
sz000034,0
sz000035,0
sz000032,0
sz000033,0
sz000030,0
sz000031,0
sh603005,0
sh603258,0
sz000038,0
sz000039,0
sh600537,0
sh600536,0
sh600535,0
sh600533,0
sh600532,0
sh600531,0
sh600530,0
sh600539,0
sh600538,0
sh601918,0
sh601919,0
sz002110,0
sz000723,0
sz000720,0
sz000721,0
sz000726,0
sh601139,0
sz000725,0
sh603518,0
sz000728,0
sz000729,0
sh603519,0
sh601595,0
sz000100,0
sh601268,0
sh601599,0
sh600895,0
sh600629,0
sh600628,0
sh603515,0
sh600623,0
sh600622,0
sh600621,0
sh600620,0
sh600627,0
sh600626,0
sh600625,0
sh600624,0
sh603882,0
sz002662,0
sh603883,0
sz300045,0
sh600210,0
sh603458,0
sz000586,0
sz000587,0
sz000856,0
sz000585,0
sz000850,0
sz000583,0
sz000852,0
sz000581,0
sh601866,0
sh603886,0
sh601688,0
sh601689,0
sz000858,0
sz000859,0
sz000588,0
sz000589,0
sz300118,0
sz300119,0
sz300114,0
sz300115,0
sz300116,0
sz300117,0
sz300110,0
sz300111,0
sz300112,0
sz300113,0
sh601668,0
sh601669,0
sz002552,0
sh600218,0
sh601666,0
sz002550,0
sh603928,0
sh603663,0
sz002554,0
sh603668,0
sz000670,0
sz000671,0
sz300257,0
sh600063,0
sz300559,0
sz300020,0
sz300021,0
sz300022,0
sz000673,0
sz300024,0
sz300025,0
sz300026,0
sz300027,0
sz300028,0
sz300029,0
sh603496,0
sh603669,0
sh600064,0
sh603159,0
sz000676,0
sz000677,0
sh603520,0
sz000658,0
sh600069,0
sh600068,0
sz000010,0
sz002905,0
sz300422,0
sh603667,0
sz300334,0
sz300335,0
sz300336,0
sz300337,0
sz300330,0
sh600212,0
sz300332,0
sz300333,0
sh600313,0
sz300338,0
sz300339,0
sz300573,0
sh600312,0
sh603569,0
sh603568,0
sh603665,0
sz002779,0
sz002778,0
sz002777,0
sz002776,0
sz002775,0
sz300699,0
sz002773,0
sz002772,0
sh603567,0
sz002770,0
sz300248,0
sz300249,0
sz300240,0
sz300241,0
sz300242,0
sz300243,0
sz300244,0
sz300245,0
sz300246,0
sz300247,0
sh603866,0
sh600806,0
sh603699,0
sh603698,0
sh603696,0
sh603690,0
sz002175,0
sz002174,0
sz002177,0
sz002176,0
sh600654,0
sz002170,0
sz002173,0
sz002172,0
sh603367,0
sh603366,0
sh603365,0
sz002179,0
sz002178,0
sh603360,0
sz002373,0
sz002372,0
sz002371,0
sz002370,0
sz002377,0
sz002376,0
sz002375,0
sz002374,0
sz002379,0
sz002378,0
sz002199,0
sz002198,0
sz002599,0
sz002193,0
sz002192,0
sz002191,0
sz002190,0
sz002197,0
sz002196,0
sz002195,0
sz002194,0
sz300639,0
sz300638,0
sh603922,0
sz300436,0
sz300631,0
sh603363,0
sz300633,0
sz300632,0
sz300635,0
sz002595,0
sz300637,0
sz300636,0
sh603183,0
sz000605,0
sh603181,0
sh600839,0
sh603186,0
sz300433,0
sh603189,0
sh603188,0
sz000971,0
sz300432,0
sz002517,0
sz002516,0
sz002515,0
sz002514,0
sz002513,0
sz300431,0
sh603963,0
sz002510,0
sz000977,0
sz300430,0
sh603969,0
sh603968,0
sz002519,0
sz002518,0
sh600436,0
sh600435,0
sh600432,0
sh600433,0
sh603421,0
sh600438,0
sh600439,0
sh603989,0
sh603988,0
sz300681,0
sh603980,0
sh603987,0
sh603986,0
sh603985,0
sz300683,0
sz000939,0
sz000938,0
sz000937,0
sz000936,0
sz000935,0
sh603355,0
sz000933,0
sz000932,0
sz000931,0
sz000930,0
sh600322,0
sh600323,0
sh600320,0
sz002208,0
sh600326,0
sh600327,0
sh600988,0
sh600325,0
sz002203,0
sh600987,0
sz002201,0
sh600985,0
sh600982,0
sh600983,0
sz002205,0
sz002204,0
sh600058,0
sh600059,0
sh600508,0
sh600509,0
sh600891,0
sh600050,0
sh600051,0
sh600500,0
sh600501,0
sh600054,0
sh600507,0
sh600056,0
sh600057,0
sh603039,0
sz002346,0
sh600892,0
sh601908,0
sz002695,0
sz002512,0
sh601717,0
sh601901,0
sh601900,0
sz000735,0
sh600187,0
sz000737,0
sh600185,0
sz000731,0
sz000730,0
sh600180,0
sz000732,0
sh601127,0
sh601126,0
sz000739,0
sz000738,0
sh600188,0
sh600189,0
sh600893,0
sz002340,0
sz002511,0
sz002341,0
sh601118,0
sh600618,0
sh600619,0
sh600616,0
sh600617,0
sh600614,0
sh600615,0
sh600612,0
sh600613,0
sh600610,0
sh600611,0
sz000599,0
sz000598,0
sh600666,0
sz000591,0
sz000590,0
sz000593,0
sz000592,0
sz000595,0
sz000786,0
sz000597,0
sz000596,0
sz000029,0
sz000028,0
sz000787,0
sh601877,0
sz000021,0
sz000020,0
sz000023,0
sz000022,0
sh601699,0
sz000024,0
sz000027,0
sz000026,0
sh600661,0
sz300109,0
sz300108,0
sz300107,0
sz300106,0
sz300105,0
sz000783,0
sz300103,0
sz300102,0
sz300101,0
sz300100,0
sh601678,0
sz300497,0
sh601677,0
sh600211,0
sh601588,0
sh601099,0
sh600505,0
sz300033,0
sz300032,0
sz300031,0
sz300030,0
sz300037,0
sz300036,0
sz300035,0
sz300034,0
sz300039,0
sz300038,0
sh603488,0
sh600825,0
sh600899,0
sz000956,0
sh600824,0
sz300439,0
sz300327,0
sz300326,0
sz300325,0
sz002424,0
sz300323,0
sz300322,0
sz300321,0
sz300320,0
sz300329,0
sz300328,0
sh600827,0
sh601766,0
sz300438,0
sh601939,0
sz300723,0
sz300722,0
sz002281,0
sz300577,0
sz002742,0
sz002743,0
sz002740,0
sz002280,0
sz002746,0
sz002747,0
sz002745,0
sz002287,0
sz002748,0
sz002749,0
sh601006,0
sh600903,0
sz300259,0
sz300258,0
sz002285,0
sz300582,0
sz300253,0
sz300252,0
sz300251,0
sz300250,0
sh601177,0
sz300256,0
sz300255,0
sz300254,0
sz300482,0
sh601872,0
sh600301,0
sh600996,0
sz000776,0
sz002289,0
sz300586,0
sz002288,0
sz300486,0
sz300435,0
sz002527,0
sh600302,0
sz300525,0
sz002113,0
sh603357,0
sz002583,0
sz002112,0
sh603429,0
sh603358,0
sh603359,0
sz300434,0
sz002443,0
sz002694,0
sz002347,0
sz002344,0
sz002345,0
sz002342,0
sz002691,0
sz002692,0
sz002693,0
sz002445,0
sz002698,0
sz002699,0
sz002348,0
sz002116,0
sz300725,0
sz002447,0
sz300340,0
sh603768,0
sz002446,0
sz300648,0
sz300649,0
sz002448,0
sz300645,0
sz300646,0
sz300647,0
sz300640,0
sz300641,0
sz300642,0
sz300643,0
sz002528,0
sz002529,0
sz000150,0
sz002522,0
sz002523,0
sz002520,0
sz300481,0
sz002526,0
sz000153,0
sz002524,0
sz300485,0
sh603226,0
sh603227,0
sh603737,0
sh603222,0
sh603223,0
sh603738,0
sh603228,0
sh603229,0
